Topic,Title,ID,Comments,Noushin,Khiem,Anno-3,Label,Likes
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,I can't believe I am watching war commentary and analysis as though it were weather forecast or soccer predictions. humanity destroying humanity. most human beings don't have an idea about being human.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"I agree, don’t think about resupplying the Ukrainian forces
Just do it",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Terrifying that sports announcers and war announcers sound interchangeably the same.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"How is it we know the exact Russian planned duration of the war, the exact measure of success for that timeframe and yet that intel does not seem to do anyone much good. I am highly suspicious that we know the exact time frame and the details of Putins war plan. Besides  '“If your opponent is of choleric temper,  seek to irritate him.  Pretend to be weak, that he may grow arrogant.” Sun Tzu. So even if Russia is calling them up on the phone and giving them details of their war schedule, they might be doing to appear weak.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Russians don't actually have enough troops to surround Kyiv let alone Dnipiro and Kharkiv and odessa as well.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"I’m actually watching sky news for the first time, seems this war has made them dial down their usual batshit crazy insane programming.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,From vaccine and virus experts to military geniuses.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Sieges are horrendous! Really. Just look what happened in History. Even BC.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Plans A_Z : Putin  GFY ! 
Glory to Ukraine and its heroes!🇺🇦🇺🇦🇺🇦",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,The governments was talking about plan a and plan b for a long time.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,I don’t know much about military operations in past history or much about what is said in the Bible about what we are seeing happening with Ukraine and Russia. But I feel like this decision made by Russia to invade another country that has been long brewing and in the making for years does anyone feel like Russia Isn’t just gonna stop with Ukraine?? There appears to be a much bigger plan Russia has in store for the rest of the world and china seems to be on their side which is very unsettling. Russia invaded Ukraine appears based on maps they showed us in a very odd way and also wondered was it cuz of how the environment is over there or were they worried about other neighboring country’s getting involved as well cuz this takeover over Ukraine seems to be purposeful long and chess like planned out or I like to believe the power and the spirit of the one and only our father God has been doing his works slowing down the evil we are seeing such as reports of missiles disappearing and the Russians running out of gas. Thoughts or prayers anyone??,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Russia fighting as well as Italy 80 years ago. Wonder if they could take Ethiopia since that country may have upgraded their shovels since than?,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,One of the most ominous weather forecasts ever in Ukraine. But pales in comparison to Russia's long term forecast.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"With a proper deployment of hardware, the Ukraine army and militia can bring the Russian forces to a halt. It is similar to a tiger being surrounded by a pack of wild dogs!",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,May God protect and strengthen Ukraine🇺🇦🇺🇦🇺🇦🙏🙏🙏❤💚🤍💙💪💪💪,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"WW3 unfolding in realtime, and with our advanced news coverage we've all got a front row seat. 
Awesome.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Russia is relentless. I feel sorry for the Ukrainian civilians who are caught in this nasty game.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Are we sure this isnt plan C or D at this point?,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Well done, Ed. We all can do with a bit reassurance right now",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"At this point, HOI4 players would do a better job than Russia's logistics staff",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"-"" Dont think resupply ukrainiens forces "" ..
This don't means that the resupply would not stop cause the bombardements  .",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"An easier way for putting to speed things up and cement his takeover will be if once cities are taken, that he identify Russians and Ukrainians on Russia's side and arm them to serve as auxiliaries to Russian troops to maintain was has been taken and prevent his troops from thinning out as they move from city to city, while also taking Ukrainian equipment and vehicles for auxiliary units.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Glory to Ukraine 🇺🇦,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Ashish Joshi made a little mistake during the announcement. He used the word ""invasion"", while it is a Special military Operation. Also they mention plan B, Like Sky News knew what plan A was.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"What russia has caused to the Ukrainian people will never be erased , Russias president is a dictator and his fall will happen may not be now but he's time will come . Hope for the brave Ukrainians that are in the battlefield today 🙏",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Kyiv is not the goal. It's just a bonus. The goal is likely to capture the East and South and separate it from Ukraine permanently. Odessa region is certainly a target.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,One of the better analysis I have seen. Many others just keep blabbing on.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,The best move NATO and the Wet could make right now. Move very large  Navy and ground forces to the black sea and Gulf of Finland area. That would send him a serious message.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Its a giant pincher movement. Look at WWII, the Russians, and the Germans deployed these moves. Always outstretching their supplies. Then it became fatal.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"All this “Russia being halted” thinking is good and all but what is the Ukrainian plan to relieve the besieged cities? Clearly they do not have the Air Force or armor (tanks) needed to mount any serious counter offensives. Cities like Mariupol , Kharkiv and soon Odessa will be starved out.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,I am curious if the Ukrainian army is well trained and commanded enough to quickly withdraw from the east of the country and attack the Russians besieging Mariupol ?,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Stand with Ukraine and Ukrainians ♥♥♥,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Why are everyone saying Russia is taking a beating? We’re at the 3th week and they’ve already taken over almost all of south Ukraine and soon north. How long did it take USA to take over Afghanistan? 20 years?,1,1,1,1,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Weird other channels show Sumy mariupol and kharkiv have been almost fully surrounded and Russia is setting up artillery positions around the cities to bombard it,1,1,1,1,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Russia is taking a major blow here.  Even without sanctions it will cost a lot to replace their military equipment!,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,The goal was to secure the secluded portion of the Black Sea,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Now I understand why russia looked like an octopus in some maps. They are always stealing land piece by piece with their sticky tentacles.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"If Putin withdraws from the Ukraine leaving it in shambles, the sanctions should not be lifted until Russia pays for Ukraine's complete  recovery and reparations are made. In addition, Ukraine should be allowed into NATO and the European Union.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,19 days must have felt like two decades to the Ukrainians...,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"We're not going to stop re-supplying, more likely to install more anti missile batteries :-)",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,3 weeks and the supposedly 2nd strongest military on Earth can't make into Kyiv. Not very impressed......,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"I feel like I'm being terrorised, and I'm in Australia. I suppose there aren't any suggestions for solutions? ... For example, where can I find intelligent people to talk with and they not be communistic like  or authoritarian like in their approach? It's as if I'm isolated, having to start again in all areas of life ... and haven't seen my primary school aged daughter since 2018 ... had police clearance to volunteer in primary schools ... somethings not right, and I'm scared ... not only because of that, but also because of pressure to move out of a place, I didn't want to move into, in the first place, and if I could, I would have ... but how? ... I'm not employed and I have diagnosed medical conditions, which have been physically exacerbated ... I don't appreciate being pushed towards womens shelters as a solution, when it is a family matter ... how can I get through to .... ?",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,In what places is the Ukrainian army organizing ambushes? From places marked as military areas or places where civilians live? Stop this talk about civilian residences - these are the battlefields! Remember how was pacified Iraq - for example Battle of Fallujah,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Genghis khan was a absolute master at the slow starve out method. Just surround and cut off all incoming and outgoing and wait.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Don't call him 'Ed!' Little more respect would make the interaction less cringy for viewers as well!,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Guys: they are using the same tactics they did with Russian and dnr in the past 7 years,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Okay, I have to do this tasteless joke at least once....: Putin finding some success in the ""Dumbass"" region? Wow!!! Who would have guessed!?",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Rusia is the agresor and no negociation can be discussed while they attack
This is blackmail not negociation
EU and UN must negociate and sanction the invador",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Soon, those in charge will be ""One With The Universe"" or ""King of The Ashes"".",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Please...more Michael Clark - he was the only one who knew what he was talking about!,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,So according to Sky News there has been little Russian advancement in the past 2 weeks. Surely this can’t be true?,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,At least now that Britain has dropped it industrial sector (no more despicable working class and no more dirty dirt) the Henry's can swing a good handbag or two!,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"PooPoo lost the day he decided to attack...even if he is ""justified"" in what he wants how he went about it was completely wrong and he will be punished for it.",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Sure wish Ukraine had some guided missiles that could reach Moscow, see how Putin likes having them lobbed into his backyard! God bless Ukraine!",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,SAVE UKRAINE NOW.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Mariupol defenders - what a defense. We need a movie about Mariupol defense in the future.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,This expert is pro ukrain so it’s not fair. Bring a neutral expert.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Ukraine should of put small teams of Javelin units throughout whole country.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Any nation could field a better military force then Russia. What an embarrassment.,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Why no reports about Ukrainian Tochka-U missile attack in Donetsk? Doesn't fit the narrative?,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Based Russia 🇷🇺 💪,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"What happens when an errant missile aimed at Urkraine hits poland?   Other than people being hurt or worse, what do they do?",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Now Putin is attacking logistic from the west? What was he doing for last weeks?  Doesn't he remember pearl harbor?,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,"Nevermind Plan B, watch plan C 💥🏆",0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Russian solders should be offered western citizenship and money to destroy their own tanks and desert with their planes,0,0,0,0,
ukraine war news,Ukraine War: Russia&#39;s Plan B is becoming clearer,https://www.youtube.com/watch?v=1bxIlSvjIMQ,Plan B: To set up a People's Republic of Novorossiya ASAP,0,0,0,0,
ukraine war news,Russia Ukraine War Update | Ukraine Under Attack | Putin Vs Zelenskyy | War 19th Day | LIVE NEWS,https://www.youtube.com/watch?v=_pXHgkmMgnM,What all the countries are doing ...it is very inhuman,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,This is a very sad situation,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"""Taliban doesn't have an Airforce"" they do now, after they seized US helicopters and Drones..",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,I’ve seen a lot more attention on Trump in the media now that Biden’s failure is starting to show,1,1,1,1,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"Leaving Afghanistan was a great idea, but how we left was badly executed.",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,Can we just take a moment to appreciate that CNBC left the comment section open for discussion,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,Finally a news source has some backbone and keeps the ratings/comments on,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"frankly speaking, Biden doesn't have that leader personality",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"“The Party told you to reject the evidence of your eyes and ears. It was their final, most essential command.”

― George Orwell, 1984",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,this speech needs Oblivion soundtrack,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,Buzzfeed soon: 10 reasons why the Taliban is actually good for Afghanistan,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"Biden - We’re Pulling out! 
Also Biden- I’m deploying 6,000 troops.",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"The old line ""I've worked on this issue as long as anyone"" that's his problem..correction ' Our problem '",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"Saigon all over again, they waited for this weakness to take office, the fuse has been lit..",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,Sorry to the families of soldiers who died in Afghanistan.,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,The service man who fought and lost their lives was just a game,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,Don’t underestimate the taliban! They’re stronger than we think and are getting smarter I think they have some people that originated in the US on there side which would really help in terms of intel and how to use things,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,There's never a good time to lose.  There's a difference between leaving and losing.  You literally lost the war in Afghanistan with whatever the hell you just did single handedly,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"I call this the"" run screaming"" exit strategy",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"USA: we trained 300,000 & equipped them incredibly.
Taliban: Thank you for your cooperation.",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,He’s so clueless,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,He's clearly been hanging out in the sun. Without that tan he would look ready to visit a NYC old folks home,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"""I AM ALTERING THE DEAL, PRAY I DON'T ALTER IT ANY FURTHER."" 
Biden",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"I'm curious what everyone who voted for this man is thinking right now. He shouldn't be president, he needs help and in not being rude but serious. It's truly sad.",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"Biden :- we never aimed for democracy and nation building
Taliban :- same",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"Your speech is soooooo monalogue right now, I'm going to watch this speech to help me get to sleep at night.
And I have had trouble sleeping lately. Thanks to you, I'll get the best sleep ever. Thank you, Mr. President!",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"Demand Cognitive test in public, no ear piece, no cue cards or teleprompter to give him the answers.",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"Bitcoin is the beginning of something great a currency without a government,something necessary and imperative.",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,"I appriciate the ""how many foreign lives does it take."" The situation there is very sad to see",0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,Can’t wait to see you sit down with the Taliban and talk to them about “humanitarian rights”.,1,1,1,1,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,when you realize that replacing the fish with octupus was a mistake😂,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,Hey is he reading the same speech as he did the other day? This is ground hog day all over again!,0,0,0,0,
Biden Afghanistan,President Biden addresses the nation after Afghanistan falls to Taliban — 8/16/21,https://www.youtube.com/watch?v=02grem9YXkg,13:12 he corrects himself reading the teleprompter. This is the most human post of the speech. The rest of the video is him looking over the camerasman's right shoulder. Nonstop.,0,0,0,0,
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,Impeachment: *INFINITY WAR*,0,0,0,0,35.0
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,We all watched this man violate the law and constitution for 8 years from fast and furious to Benghazi to DACA to the Iranian nuke deal and on and on but obama never committed any crimes right,0,0,0,0,0.0
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"Nancy: ""no he was not acquitted and I have my hands over my ears ya ya ya ya ya""",0,0,0,0,18.0
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"""We've seen it all, weve actually seen too much""... 😂😂",0,0,0,0,0.0
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,TRUMP 2020🎉,0,0,0,0,36.0
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,They have that impeachment and censure,0,0,0,0,0.0
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,How about impeaching some of these judges who decide to make their own law instead of interpreting the law. Sickening.,1,1,1,1,0.0
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,Didn't Pelosi say that she was going to resign if President Trump was acquitted? Why hasn't she been removed from office??!,0,0,0,0,79.0
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"Truth be told, I had a hard time listening to Collins with Emily Compagno sitting there. 😜🤤",1,1,0,1,5.0
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"That “Graham investigation”....

Believe it only when you see it.",0,0,0,0,3.0
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,Make Pelosi and the Evil Democrats actually pay the costs for this fiasco.,1,1,1,1,54.0
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"*Biden’s response to Tara Read’s allegations: “I seem to remember her, but I just can’t put my finger in… err… on it.”*",1,1,1,1,64.0
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Its hilarious how since Dana Perino got her makeover how weird a lot of the interractions with her male collegegues have become. Tucker treats her like a princess and Gowdy just seem, idk, jealous? of her pod cast cohost.. lol",0,0,0,0,0.0
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,I can’t even watch because I’m sure it’s the “4” and Juan Williams who feels it’s all valid and not a hoax.,0,0,0,0,1.0
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,*The DemonRATS favorite Doom’s Day Cult Leader: Greta Thunberg!😂😂😂*,1,1,1,1,99.0
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,President Trump will get re-elected because he's a great President. Doug Collins loves our President too. I'm for Doug Collins down here in Georgia. 😊✝️🇺🇸,0,0,0,0,22.0
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,What a septic tank swill hole of government. It's like going to a Baptist Church business meeting.,0,0,0,0,1.0
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,They are not “folks” they are criminals!,0,0,0,0,14.0
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Good they put juan at the end, I will stop listening when he comes on.",0,0,0,0,1.0
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,The Republicans need to keep an eye on voter fraud from the sickning left.,1,1,1,1,339.0
