Comment,Label
"How is it we know the exact Russian planned duration of the war, the exact measure of success for that timeframe and yet that intel does not seem to do anyone much good. I am highly suspicious that we know the exact time frame and the details of Putins war plan. Besides  '“If your opponent is of choleric temper,  seek to irritate him.  Pretend to be weak, that he may grow arrogant.” Sun Tzu. So even if Russia is calling them up on the phone and giving them details of their war schedule, they might be doing to appear weak.",0
Russians don't actually have enough troops to surround Kyiv let alone Dnipiro and Kharkiv and odessa as well.,0
"I’m actually watching sky news for the first time, seems this war has made them dial down their usual batshit crazy insane programming.",0
From vaccine and virus experts to military geniuses.,0
Sieges are horrendous! Really. Just look what happened in History. Even BC.,0
"Plans A_Z : Putin  GFY ! 
Glory to Ukraine and its heroes!🇺🇦🇺🇦🇺🇦",0
The governments was talking about plan a and plan b for a long time.,0
I don’t know much about military operations in past history or much about what is said in the Bible about what we are seeing happening with Ukraine and Russia. But I feel like this decision made by Russia to invade another country that has been long brewing and in the making for years does anyone feel like Russia Isn’t just gonna stop with Ukraine?? There appears to be a much bigger plan Russia has in store for the rest of the world and china seems to be on their side which is very unsettling. Russia invaded Ukraine appears based on maps they showed us in a very odd way and also wondered was it cuz of how the environment is over there or were they worried about other neighboring country’s getting involved as well cuz this takeover over Ukraine seems to be purposeful long and chess like planned out or I like to believe the power and the spirit of the one and only our father God has been doing his works slowing down the evil we are seeing such as reports of missiles disappearing and the Russians running out of gas. Thoughts or prayers anyone??,0
Russia fighting as well as Italy 80 years ago. Wonder if they could take Ethiopia since that country may have upgraded their shovels since than?,0
One of the most ominous weather forecasts ever in Ukraine. But pales in comparison to Russia's long term forecast.,0
This is a very sad situation,0
"""Taliban doesn't have an Airforce"" they do now, after they seized US helicopters and Drones..",0
I’ve seen a lot more attention on Trump in the media now that Biden’s failure is starting to show,1
"Leaving Afghanistan was a great idea, but how we left was badly executed.",0
Can we just take a moment to appreciate that CNBC left the comment section open for discussion,0
Finally a news source has some backbone and keeps the ratings/comments on,0
"frankly speaking, Biden doesn't have that leader personality",0
"“The Party told you to reject the evidence of your eyes and ears. It was their final, most essential command.”

― George Orwell, 1984",0
this speech needs Oblivion soundtrack,0
Buzzfeed soon: 10 reasons why the Taliban is actually good for Afghanistan,0
"Biden - We’re Pulling out! 
Also Biden- I’m deploying 6,000 troops.",0
"The old line ""I've worked on this issue as long as anyone"" that's his problem..correction ' Our problem '",0
"Saigon all over again, they waited for this weakness to take office, the fuse has been lit..",0
Sorry to the families of soldiers who died in Afghanistan.,0
The service man who fought and lost their lives was just a game,0
Don’t underestimate the taliban! They’re stronger than we think and are getting smarter I think they have some people that originated in the US on there side which would really help in terms of intel and how to use things,0
There's never a good time to lose.  There's a difference between leaving and losing.  You literally lost the war in Afghanistan with whatever the hell you just did single handedly,0
"I call this the"" run screaming"" exit strategy",0
"USA: we trained 300,000 & equipped them incredibly.
Taliban: Thank you for your cooperation.",0
He’s so clueless,0
He's clearly been hanging out in the sun. Without that tan he would look ready to visit a NYC old folks home,0
"""I AM ALTERING THE DEAL, PRAY I DON'T ALTER IT ANY FURTHER."" 
Biden",0
"I'm curious what everyone who voted for this man is thinking right now. He shouldn't be president, he needs help and in not being rude but serious. It's truly sad.",0
"Biden :- we never aimed for democracy and nation building
Taliban :- same",0
"Your speech is soooooo monalogue right now, I'm going to watch this speech to help me get to sleep at night.
And I have had trouble sleeping lately. Thanks to you, I'll get the best sleep ever. Thank you, Mr. President!",0
Impeachment: *INFINITY WAR*,0
We all watched this man violate the law and constitution for 8 years from fast and furious to Benghazi to DACA to the Iranian nuke deal and on and on but obama never committed any crimes right,0
"Nancy: ""no he was not acquitted and I have my hands over my ears ya ya ya ya ya""",0
"""We've seen it all, weve actually seen too much""... 😂😂",0
TRUMP 2020🎉,0
They have that impeachment and censure,0
How about impeaching some of these judges who decide to make their own law instead of interpreting the law. Sickening.,1
Didn't Pelosi say that she was going to resign if President Trump was acquitted? Why hasn't she been removed from office??!,0
"Truth be told, I had a hard time listening to Collins with Emily Compagno sitting there. 😜🤤",1
"That “Graham investigation”....

Believe it only when you see it.",0
Make Pelosi and the Evil Democrats actually pay the costs for this fiasco.,1
"*Biden’s response to Tara Read’s allegations: “I seem to remember her, but I just can’t put my finger in… err… on it.”*",1
"Its hilarious how since Dana Perino got her makeover how weird a lot of the interractions with her male collegegues have become. Tucker treats her like a princess and Gowdy just seem, idk, jealous? of her pod cast cohost.. lol",0
I can’t even watch because I’m sure it’s the “4” and Juan Williams who feels it’s all valid and not a hoax.,0
*The DemonRATS favorite Doom’s Day Cult Leader: Greta Thunberg!😂😂😂*,1
President Trump will get re-elected because he's a great President. Doug Collins loves our President too. I'm for Doug Collins down here in Georgia. 😊✝️🇺🇸,0
What a septic tank swill hole of government. It's like going to a Baptist Church business meeting.,0
They are not “folks” they are criminals!,0
"Good they put juan at the end, I will stop listening when he comes on.",0
The Republicans need to keep an eye on voter fraud from the sickning left.,1
Trey time to come out of the closet and tell everyone that you are a Democrat pretending to be a Republican.,0
"Lol, when i cant spell his name but when the black guy smiles omg he is straight against what your about to say automatically",0
"The DNC gave up on the Presidential race long ago, all their efforts are concentrated on fixing the election to win both Houses",1
"too much leg,girl-otherwise I like her on the ""5""because she's actually intelligent,not just sexy.",0
This guy talks a lot. But when it counted he did precisely jack.,0
"Technically, Impeachment 4.0",0
"LOL juan saying he believes in the constitution, is just one of the most laughable things ive ever heard. Surprised the rest of the panel could even keep a straight face.",0
Absolutely.,0
Yeah!!! Same old s*** different day!! Shovel it around and get nowhere!!😣😞😒 whatever🙏🙏🙏😔,0
"We already have a way to hold them accountable. It's called the LAW They've already BROKEN!!!! Almost every one of them is involved in some shady deal or another. If Graham even thinks about calling these treasonous rat bastards to account, they simply say ""we'll expose you for the same crooked deals."" It's devilish what they get away with.",1
We Americans cannot wait until the entire government is Republican again in 2020! Trump 2020!!,0
"The Dems are so desperate for power again it’s frightening. 
Let’s make sure they never get it. Go vote!!!!!!",0
"The way Juan reacts, it's as if what the rest of the Five are saying is, somewhat conspiracy theories...Juan hers some advise....Obama was a corrupt, incompetent President and there is factual evidence that shows it.",1
"*Best actress oscar goes to Nancy ""the ripper"" Pelosi for her stunning performance in the movie ""acquitted"".*",1
Also Nancy: “ Everyone my age pees their pants ITS THE COOLEST!!”,1
He will get re-elected because of his achievements and in keeping his promises and due to the sense of his policies despite the lies and false accusations and slander by Pelosi !,0
They just want to say he's under Investigation during the election.,0
Someone please get that jag-off Juan off this show!!!,0
What have the Democrats actually done these past few years....nothing,1
*“We need to rebuild trust..” says the woman that bleach bitted 30k emails*,1
"There ABSOLUTELY needs to be accountability and criminal charges against OBAMA, BIDEN, AND HILLARY! Also democrat leadership from Schiff to Pelosi, Nadler, Schumer, AND MOST DEFINITELY HILLARY!💯🇺🇸",1
"Juan's Conservative children have to be the most embarrassed kids in the world when someone ask ""who is your father?""",0
"Pelosi is a trump secret agent, she trying get him re-elected with her antics",0
"*Joe Biden says he has ""no idea what his son was doing."" Hmmm, well that's easy to believe because Joe Biden has no idea what Joe Biden is doing. 😂*",1
Funny how the Left can investigate on made up evidence and keep going despite it being debunked. All the while the real evidence points to these so called investigators. Tired of this double standard.,1
"Juan ,, spews false laws from his lips and he's wrong ,,,, dang ,, ONE WRONG JUAN....",0
When did Ellen become an attorney?,0
*It's time for the democrat party to collapse.*,0
I sure hope all these probes and court costs come out of their pockets not ours!,0
"We don’t need more ways Trey, we already h e laws on the book that I’ve been broken, what we need is weak Republicans to stand up and push for charges against treasonous criminals in Washington.",0
"Did you hear what he said, ""nothing thats what"" they are all frightened of Killery, yes Killery",0
PLEASE DON'T TELL ME THERE'S GOING TO BE A SECOND IMPEACHMENT😔,0
"Gowdy, you're going to jail!",0
Pelosi is sooo pissed at the AOC for putting her through this.,0
He'll get reelected because he's a great president! Four more years!!!!!,0
​President Obama told FBI`s Comey to start investigating Flynn without any legitimate investigative basis. Their purpose with that was to harm Trump and his campaign. They both acted for Hillary Clinton.,1
"Is the Flynn case being done ""by the book""? (joke) Or has every single thing that they they have done so far turned out to be shady as heck. (truth)",0
"""The law is the law"" only when it favors the left's agenda.",0
"Thank you lyndsey sessions, uh uh, gowdy, I mean trey gowdy",0
"Trump will get re-elected, b/c he’s done everything, he said he would do!!!! The Rats & sum Republicans, can’t stand what this outsider has done in 3 yrs, that they couldn’t do in 20-30 yrs!!!! He’s getting my vote AGAIN!!!!",0
"*""Fredo Cuomo is doing his show from his wife's basement"" (as she is upstairs getting railed by her boyfriend).*",1
Seriously get rid of Juan.,0
"This is a coup against the president, the country and the constitution.",0
They know what is going to happen in November and they’re terrified.,0
She needs to be committed,0
"Ask her out, Trey! 😘",0
"*Remove them from the House, so we can get this country on the ball.*",0
I guess Juan does not know that there is something called the federal rules of criminal procedure.,0
"Gowdy's a sellout just like the rest of them, he could've stopped it long ago and never did.",0
*The left is literally insane. Change my mind*,0
"Trey, the problem is that No one is being held accountable. The Congress is the biggest part of our problem in the US.",0
"No views, but 18 likes including mine and 1 dislike?",0
Shame on the Dems. This bunch should never be reelected again.,0
"The impeachment has been a blessing in disguise, because God has used it to actually expose the real enemy/enemies. It has been unjust, yes, yes, yes, but it is the way to expose who the real enemy is.",0
She drank her way through it .,0
Listen up Trey!!! We The People DID NOT ELECT Dems like Schiff and Noodler!! DEAD PEOPLE DID!,1
"Democrats no longer represent the American people, its taxation without representation.",0
We need Trey Gowdy's to head the FBI for our country.i do feel he is a honorable man.,0
*Dying from coronavirus doesn't scare me. Voting DemonRAT when I'm dead does!*,0
No one knows what mumbling Nancy is saying. She’s trying to say “I’m having a stroke”.,0
"PELOSI is MENTALLY impaired.
America needs to be led a REAL SPEAKER of the HOUSE OF REPRESENTATIVES.",0
I always fast forward when the jerk jaun speaks. Wouldn’t waste my time listening to his stupid comments anymore.,0
Trump will win regardless of Pelosi,0
What we need to work on is getting that damned logo off the screen.,0
AMERICA WE STAY STRONG DURING THIS TIME,0
"I want them to impeach, they will love the red tsunami in November 🤣",0
"Is this really Trey Gowdy, with that fancy new hair cut and the new suit along with his nonstop lying and covering for the Deep state scum I thought he was Anderson Cooper. Wow my bad.",0
Think of military martial justice for those enemies of the country!,0
"""You've actually seen too much.""
When Hillary Reveals Her FINAL FORM, then we can All Agree that We've Seen WAAAY Too Much. Can We Get Some Eye Bleach Over Here, Please?",0
Let Schiff release all of his hidden docs and out the fake whistleblower Spy,0
"If Juan wants to be an expert, then he should spend time learning the rules.",0
All them that talk tough now want to pop the Democrats on the hand and tell him to go to their room,0
Start impeachment against Pelosy and others especially shift do to them what they have done to others,1
"Amen.,.....",0
Yes let's get a party in there that will do their job and do something for the people thank you representative Collins,0
"PELOSI'S LIPS, YUK! -- I'VE SEEN BETTER LOOKING LIPS ON THE NORTH SIDE OF A SOUTH-BOUND MILK COW!!!",0
"No, dummy,... Trump will win because of his policies, and the fact that they actually work.",0
"And you wonder why ""most"" of the American people have lost complete faith in the government. Especially the Democrats!!!",0
HELL YES we need to be able to punish law breakers in Washington. DC has created a set of rules for themselves that no other American would get away with.,0
"Conservatives who live in a bubble are often surprised when outsiders fail to relate to the bubble's interior.

Seriously. We on the outside, have no effin' idea what you conservatives are talking about. We can't keep track of your conspiracy theories, word salads, and moving the goal posts all of the time.",0
“Stopped watching the sequels after the second one” he is the chosen one,0
Trey bark but no bite Gowdy,0
Two tiers of justice in America. One for Democrats and one for the rest of us...,0
"Can someone please ask Mr Gowdy, why he and Paul Ryan stifled subpoena request during Trumps first two years in office? Russia! Russia! Russia!",1
Please take Juan off this show. This show is too good. He ruins everything.,0
*They should put a democrat politician in jail for every criminal they let go.*,1
"When Gowdy had the opportunity and power to do something, he QUIT! He had a way that could have been at least a start, he still thinks we buy his lines? No, he's like Graham.. Rino.",1
I have to click away whenever Juan starts spouting his b.s.,0
"Trump will get reelected because of his accomplishments ,abilities and character.",0
I am 87 years old and in all my life I have never witnessed such dirty politics and corruption,0
Maybe Goud has something to hide himself and this is why he be a flipping 🐟,1
"C'mon Trey, what I want to hear is "" I found a way """,0
"2020 and a deer is controlling Twitch, we should have let the virus run it’s course!",0
"Donald J. Serpico ""THEY'RE DIRTY COPS!!!!!!!!!!!!!!!!""",0
*Put a 8 year old boy in front of Joe Biden and he'll be doing pushups without hands!*,1
Lindsey Graham won't do anything. He is just another RINO.,0
The Mueller investigation was pathetic if you remember it. So was Kavenaugh and so was the Ukraine hoax.,1
Good ol Juan trying his best to represent the democrats so the 5 can say their fair and balanced 😂😂😂😂 your a list cause Juan. 👇👇👇👇,0
Nothing will happen to all of the big wigs !! they'll get away with all of this !!! Double standard !!,0
"On the street, we say ""you don't like my first speed, you won't like my second"" I can't wait for 2024. 2020 is Trumps",0
Trey Gowdy....I always thought highly of him but while he was a senator he did alot of talking that amounted to a whole lot of nothing!,0
That’s rich coming from Tre Gowdy. The guy who let Hillary Clinton skate...,0
Hey tray what exactly did you do again except talk good line oh that's right let your swamp buddy's go now your gone yourself wow news contributor you must be proud how far you've come up in the world,0
"Juan simply never read the Federal Rules governing grand jury materials. They are PRIVILEGED -- not because of anything President Trump said -- but because of what the Legislature said in the PAST. It's called a LAW, Juan -- not a Presidential WISH. If you can't read, listen to Judge Jeanine. (Just a suggestion.)",0
"""Impeachment Infinity,"" sounds like a flavor of gourmet ice cream that's in Nancy Pelosi's refrigerator.",0
"House: ""IMPEACH!!! REEEEEEEE!!!""
Senate: ""Lol, no.""",0
"Aside , i KEPT MY EYES DIRECTED ON A LEG REST SWITCH THE WHOLE TIME !!😳😳😳😳😳😳😳😳😳😳",0
"I like Graham, but if talks the talk, he needs to walk the walk!! Drain the swamp!!",0
"the democrats start so many investigations and impeachments, I can't Remember them all!😂😂",0
"Facts: He was impeached in the house and acquitted in the senate, next chapter....",0
I hope Trey Gowdy has learned from his mistakes he could be very helpful to the American citizens in the future,0
The 5 has been more entertaining than WWE in the last 12-15 years,0
Gotta win the House or it will continue.,0
"""Did I write a report?"" - Robert Mueller Testimony before Congress",0
"Sooooooo... which is it? Speak through indictments, or... There has to be ways to hold people accountable other than indictments?",0
2nd impeachment is going to fail like the 1st one did.,0
Just another dem smokescreen to slow down the incoming revelation's and prevent any charges being dropped on them. KAG.,0
Wowwwww here we go again dems are literally a waist of time,0
"I am going to repeat this again 
Senator Linsey Graham will actually do absolutely nothing. 
Graham loves being on these shows ,
Talks and acts big but has and will do nothing.",0
"Lindsey Graham is ALWAYS going to ""do"" something; trouble is Graham never does get around doing anything. The more we see of him is he seems to be a RINO.",0
Yes!,0
I love these people democrats how they expose and show the world who they are.,0
"Gram is like me saying I am going to painting my house, I am always going to do it but I never pick up a brush.",0
don't worry when the Traitor is out of the WH we will finally make him accountable,0
"It's all they know how to do and they have zero positive agendas to push, so . . . . Impeach, impeach impeach.",0
JUAN ruins The Five with his TDS. I have seen some sane Democrats on social media that could replace him and add actual reasonable discussion on issues. I have to mute him to even watch the show.,0
"*According to the Left, everybody in Hollywood is also an expert.*",0
"""Jaun"" you have a lot to learn & WILL NEVER EVER change!!",0
Trey Gowdy: We need indictment light guys cuz we are friends with the swamp,0
2.0? You mean 5.0.,0
I thought America is a country of equality/justice/logic ?🤔,0
Trey why did yourself and Paul Ryan do the sapena when you had the chance.,0
"What has Pelosi done in the last 4 years
Except go after the nominatied President",0
"so, the coup continues.",0
I lost a lot of respect for Gowdy after seeing him on Tucker Carlson last week.,0
Replacing Juan soon? tired of his stupid comments. Shows getting boring.,0
"is there a reason gowdy wants ""other ways"" to hold people accountable? I've don't believe in him anymore",0
"I would feel so ashamed of my party if they just continued to launch failed impeachment after failed impeachment. 
Id probably no longer vote for or associate myself with them",0
"Then in Pelosi’s eyes, anyone who is accused of a crime and found not guilty is guilty forever. Unless of course its a democrat.",0
This is disgusting. It makes me embarrassed to be an American.,0
"I would like to see the WHOLE incident.
This is too important not to.",0
still missing the part where he resisted and was taken to the ground,0
I want to know what happened in the seconds BEFORE the knee ended up on Floyd’s back/neck.,1
Can someone explain why the license plate says “POLICE“ and how the officers badges look fake af,1
"Floyd was begging politely for air, the officer didn’t budge once.",0
Four white officers? That's sloppy journalism.,1
The employee who called the police on him hasnt told his or her side of the story..I bet something is fishy,1
Edited again show the full video stop hiding the truth....,0
It's cruel how they told him to get up but they were not letting him,0
"“Died in police custody”

Dude he was choked to death on the street",0
"He wasn’t a good man. He attacked a pregnant woman, but he didn’t have to die",1
What a long strange trip it’s been - one week ago feels like years,0
"""I can't breathe officer"". Absolutely heartbreaking.",0
They literally as soon as he died looked pleased and dragged him into the car like they just did their job,0
"He was enjoying leaning on his neck, he should never see the daylight again.",0
I mean will he was resisting arrest when you watch body cam but I still think it could’ve been changed,0
What's even more scary than this video is how many times these cops did this before and falsified the report ... that's what's really disturbing... u cant tell me this cop did not do this before and many times,0
"""Four white officers involved in the death of George Floyd have been fired from the Minneapolis Police Department""

One of the officers is of East Asian heritage, two are white, and the fourth is black.

Disgraceful reporting.",0
Man he was dead when they left him up,0
"As my parents put it: “If anyone whos not a cop did that, we’d be arrested and charged for life. Why is there even a question here?”",0
"He needs more than prosecuting. He is a murderer. Outright. Pleading I need to stand I can't breathe, absolutely disgusting and unnecessary",0
This is so heartbreaking he literally begged for air nicely while being viciously murdered. Rest In Peace ❤️,0
Those are the strangest looking white officers I’ve ever seen.,0
0:56 mark hes out cold,0
Can y’all american cops stop killing people that are already detained?,0
“Thomas Wayne” batman is not proud.,0
The funny part is that the cops literally MURDERED a guy and only got fired while George didn’t pay for cigarettes and got choked to death smh,0
Man I wish I was there to tackle the officer to save George Floyd 😞,0
"And by the way those ex-cops will meet some ""friends"" in prison....",1
The way he pleaded for his life sends chills through my body.,0
Imagine not being able to breath...for more than 8 minutes...,0
"I can't, i can't 😭😭",0
How could they even do something like that to another human being,0
"Since when does a police car have a license plate that says ""police""?",1
"The worst part is...

*The police officer didn’t even feel guilty. I’m truly disgusted.*",0
Where's the outrage about all the killing of the BLACK BABIES???,1
"This made me very angry and emotional to watch but I feel like destroying things and rioting doesn’t make things better, it just causes civilians to be put in dangerous circumstances as well as local communities to be in shambles. We need to find a way to voice our opinions without violence when it isn’t necessary.",1
no need to be a cop just enough to be human,0
The news forgot to mention the part about him being completely strung out on Fentanyl which led to this whole event happening,1
Don’t even sentence him to death. Just throw him in prison. He’ll be dead in a week,0
"This is so sad , in reality NO ONE WINS . This is a lost situation for all families involved. Condolences to all their families",0
"Notice there was no “medics” in the ambulance.
Police jump out of the ambulance ..",1
SAY HIS NAME: Cannon Hinnant,1
ndayssane li métina😭😭😭😭😭😭😭,0
he literally kept pushing when Floyd was begging for air. so disgusting,0
Really breaks my heart of what happened to him,0
sad to know that this still happens,0
I can see Chauvin doing a press-down & roll techique on George’s neck...,0
"they killed George Floyd, i was ashamed my humanity",0
"""I cant breathe, officer"" Does that sound like a man who was uncooperative to you?",0
"Interesting how CBS Evening News lies in this youtube video description under the video. It says four white officers involved in the death of George Floyd have been fired. That is false, one of the four officers fired is of asian descent, one is mixed black/asian descent, and the other 2 are white. More fake news.",1
At the end the reporter looks like he is standing in front of a green screen.,0
"If he was already in handcuffs, there's no need to pin him down by his neck. Makes no sense.",0
0:54 watch how Derek handles George. Sad,0
Just imagine what the lies would've been without camera phones around !!,0
RIP: George Floyd ✊🏻✊🏼✊🏽✊🏾✊🏿,0
Finally watched Floyd being murdered. Very. Sad. N. Disturbing. Rip. Floyd,0
Checked his pulse did they try not to revive the man ?!,0
"he had him down for 8.46 seconds, first plane hits WTC on 911 at 8.46 am. COVID HR6666, was 6666 days from 9/11/2001 to 12/12/2019 (first COVID patient identified), everything is connected",1
"He was still respectful to the cop, and the cop continued suffocating him. That’s just shameful",0
Damn! Sooooo heartbreaking!,0
Pelosi says its George kirby she and the democrats care so much and they dont even know his name,1
Am I crazy or is no one wearing face mask is this before COVID? Rest In Peace Floyd.!,0
I feel bad for the Floyd family. Rest in peace George Floyd.,0
"When he said he couldn't breathe, he pressed his knee down harder. That man is sickening.",0
"More fake news from CBS. Might want to show the entire video you’ve had for sometime now. Lester holt admitted that NBC has had the real body cam footage for months. This guy was high on fentanyl if not selling it. He had 4x the lethal limit in his system, so he probably swallowed it and is in the process of overdosing. That’s why he says he can’t breathe immediately after being pulled out of his vehicle by officers. Respiratory failure was imminent with that amount of fentanyl, he was a dead man walking.",1
"That back door of the police car, being left open, seems to be used as a partial ""blind"" to cover the actions of the police officers. Was that its purpose?",0
"Look how he rolls him over, damn near breaking his arms after he killed him😔",0
I’m happy they took all 4cops to jail,0
This doesn’t even need an investigation! JUST ARREST HIM,0
"Staged and why is No one wearing masks? Wasn't this supposed going on during the ""Pandemic "" ... .most if not all of the on looker sheeple would've been Masked up",0
Please accept my condolences🙃😢sorry lost server🇲🇨🙌,0
JUSTICE Plz my GOD 🙏🙏🙏😭 💔💔😭😭🙏💔💔,0
justice for floyd :(,0
How do you put your whole weight on someone’s neck and expect him to breathe? disgusting,0
Can we finally have the Revolution we’ve been waiting for since 1960?,1
My chest hurts so much 😭 watching this,0
Que nojo desses “policiais”! 🤬🤬🤬🤬🤬🤬,0
4 cops 1 guy..it was nowhere neccessary to kneel on him til paramedics got there,0
"When a man can't breath and he's begging you to let up on him, and you carelessly show no mercy, you are a murderer. Plain and simple.",0
Who's still watching?,0
"“When kings the sword of justice first lay down, They are no kings, though they possess the crown. Titles are shadows, crowns are empty things, The good of subjects is the end of kings.”-Daniel Defoe",0
Black lives matter 💪,0
"After watching this ""I got muder on my mind"" a song by YNW Melly",0
The only place where different colors should be treated differently is the *washing machine*,0
This happened at 8:51?? its broad daylight lol,0
"I am an Indonesian citizen, can't bear to see it",0
The union representing the police need to be abolished...,0
Imagine if this wasnt recorded by some random person on the street. that's why you gotta pull ur phone out everytime when something's about to go down...evidence against police brutality,0
We all live precious lives and to have it taken like that is just inhuman.,0
Poor man said “momma please “,0
"I always wondered how they kept his legs down in the original video, now I see 2 other police men's pin him down.",0
I have yet to watch the video. Now that I have I genuinely feel sick.,0
This is so wrong. Just put him in the car dude. Give charges not just a fired from job. So disgusting,0
"""I can't breathe officer"" 💔",0
Black✊🏿 Lives✊🏾 Matter✊🏼,0
"So what YouTube, I want to see the video!",0
Its so sad ... hw a human can be so cruel..... he said - i cant breathe omg 😳 hang that officer,0
This is absolutely disgusting the fact that he only got fired for this blows my mind,0
OMG!,0
RIP George Floyd,0
Ya I love gearge,0
Seen so much of that in Rome,1
he did not “die in police custody” he was publicly murdered. no other phrasing for it,0
"Now, with the (lleaked) release of new footage from police cam, George was the problem. THere must have been a nefarious reason why wasn't shown to public earlier. But with creepy marxist Judish mayor and affirmative action attorney general it makes sense.",1
This didn’t age well,0
U get what u get and u don’t get upset! 😂,0
Why are cops coming out of the ambulance and not EMS?,0
It doesn't look like he was resisting arrest. He was resisting being murdered.,0
😭😭😭😭😭🤲يارب تعقب,0
"Klondike kat : The world we live in you know that it's so shady, guess I was born to die a little ghetto baby.",0
"awww, poor George floyd",0
How did he go from being on the drivers side of the police car to being on the passenger side of the police car with that side door open? What are they editing out? I'm sure this pillar of the community was cooperating with Law Enforcement and wasn't giving them any trouble at all.,0
"Not only was he murdered, he was TORTURED...",0
"""Land of the free""",0
That's sad,0
If I don't know how you feel,0
I wonder what the passerbys' were doing simply shooting videos?!😭😭😭,0
i don’t understand what they need to “investigate.” he was publicly murdered.,0
I can breathe👍🏻👏🏻✌🏻,0
This makes me sad and angry,0
Some deaths become epic and have the capability of turning lives & thinking forever. His death became one.,0
I would save him if I saw him,0
Imagine no one was able to caught this on camera. These idiots would be on duty on to this day.,0
The REAL footage below!!!,0
Hand in his pocket really 🖐️,0
😔 it hurts deeply!!!,0
Absolutely heart breaking 💔🏴󠁧󠁢󠁳󠁣󠁴󠁿,0
When he said he couldn't breathe look at the officer dig his knee deeper in his neck.,0
Police = mafia protected by the gov,0
GG Allin is God!!!,0
"This says this content is age restricted
But I’m 16???",0
IN CRYING RIGHT NOW 😭😭😭😭😭😭 cause he died,0
"*He was murdered, I appreciate how the Governor acknowledges that.*",0
Still waiting on the police body cams and their conversation. And where's the resisting?,0
Now Watch the leaked video.,0
"That 'cop' is a murderer, and ge didnt even felt guilt in any way",0
R.I.P Floyd,0
George never even put up a fight and he was killed.,0
So sad Rip Mr George God shall avenge your dead,0
Did anyone notice the videos never showed paramedics???,0
"เรื่องนี้มันหลุดประเด็นไปไกล
ประเด็นมันก็คือตำรวจทำเกินกว่าเหตุ
แล้วมันก็บานปลายกลายเป็นการเหยียดสีผิว
กลายเป็นการจราจล แล้วก็กลายเป็นเรื่องทางการเมือง ...",0
I can’t even watch this bruv,0
Looks as if when he said “I can’t breathe” the cop put even more pressure on the neck,0
"Please, please I can’t breathe. Wow we all bleed red.",0
"BRUH I KNOW WHY NOW
IT WAS THE DAM POPO WTF",0
Wow darrin u really work out do t u freaking weasel,0
Why this “officer” isn’t rotting in a prison cell baffles me...,0
Wow so our skin color is a weapon 😭😭😭😭😭😭,0
Muito triste 😞 racismo merece pena de morte 💀,0
"Died of a drug induced heart attack. Just search ""George Floyd County Medical Examiner Autopsy"". He had pre-existing heart conditions with his arteries all between 70% and 90% clogged, also he had Cocaine, THC, and Fentanyl all in his system at the same time. The Fentanyl was above a lethal dose for a normal adult male.",1
"He kept telling that he cant breath, and the devil cop told him to get in to the car while he kept put his knee on his neck..wtf! 😭💔",0
The fact that the other police just stood there is terrifying. This could’ve been prevented,0
There's unknown info. Full video needed to make judgments.,0
Hahahahaha,0
He said I can’t breeze I can’t breeze. 9Times,0
Im mad!!,0
"They aren't officers, they're murderers. They don't deserve the title.",0
wow i watched this after i watched the bodycam footage... What a way to twist it all around! Shouldnt these media be held responsible for the shitstorm of consequenses their distorted picture led to?,1
"So what if he's ""actively resisting?"" There are 4 cops that can ""put him"" in the police car for transport. Kneeling on him for 8 minutes is an abuse of power.",0
"A lot of the video is missing, what about the video held up for 3 mos, then they showed it, where is it",1
"If BLM would speak out about a “police abuse of power” thing rather than a “race” thing, then they would be soooo much more successful. Literally everybody would back them and rightfully so. They instead focus on situations that are sometimes not so clear cut rather than the tons of disgusting videos of police abusing innocent people. Why? Cuz they ONLY focus on black victims. Its so stupid of them.",1
"When a full grown man starts calling for his mom, you know something is wrong.",0
The police say get in the car but the police still his leg on his nee,0
I had that many Complaints about my ex- mother in law -On the first day after I was married she stayed around for seven years.,1
He didn't want to remove his knew because he that because he's a cop nobody can tell him what to do stupidity has no cure,0
There are several ways to supress a person and that's the one they chose?,0
"*He told him to get up but holding him with a knee, like bruh...*",0
"Fun fact, he wasn't innocent. But what happened to him was not fair. but people need to stop forgetting that he did do something wrong. So getting pulled over was just.",0
He was saying “mamma help” I’m heart broken how they just let him die like that it doesn’t matter what the body câmara shows if someone is saying I can’t breath help them I just can’t 😢,0
"I can agree with the whole BLM thing, but I just don’t like how they execute it.",1
I wonder what the person who called the police feels,0
"He said he can't breath several times 

That's a cold blooded murder",0
I love how we saw what happened because of the foreign press. NYT is a JOKE.,0
They did flord dirty them 2 police need to be punish prison time..,0
I can’t believe this video.,0
"When someone,s fat leg is on someon,s neck it,s impossible to get into the car.",0
"His mother passed away 2 years ago. He was calling out for his ""mama"" because he was dying, this is just heartbreaking 💔 RIP GEORGE FLOYD",0
"What the officers did to George Floyd was uncalled for, but the solution for it was 10x worse",0
that cop killed someone over a allegedly fake $20 bill ? smh my head,0
5:43 imagine his mother this video after his death and hear him say “mama” how said will she be,0
"omg now i see that ppl get treated diffrently just base on the color of their skin.....
#JusticeForGeorgeFloyd
#BlackLivesMatter
George was not famous when he live, but hes famous when hes.....
i cried...",0
How can someone that had SEVENTEEN COMPLAINS be still in his job? HOLY SH!T,0
