Tweet,Label
According to Biden you should thank Trump…. Or is only Trumps plan when things don’t go his way and then he can claim credit for ending the war. Because being VP for 8 years really ties your hands.,0
"And he just armed a terrorist group with the 8th most armaments in the world, and gave them shed loads of my taxpayer cash. You ARE part of the problem.",0
"Thank you, former President Trump, former Secretary of State Mike Pompeo and Special Representative Zalmay Khalilzad for negotiating a peace agreement with the Taliban and President Biden for implementing it, albeit late and incompetently. But at least it's almost over.",0
Who are you and why do you have a checkmark by your name?,0
Does Joe Walsh thank Biden for leaving Americans behind?,0
The Taliban also thank Biden for the billions of new weapons and modern equipment.,1
Since he went full retard on the withdrawal this won’t be permanent. We will be back there sooner than later,0
Fcuking stop. Biden bungled this whole withdrawal.,0
But not all Americans or allies. Thanks for leaving them behind??? Is that your hot take,1
What about all Americans?  Interpreters?  Collateral damage I guess.  I know “what differ we does it make?”,1
Drinking early today are we? Leaving Americans behind isn’t something to be thankful there bud.,1
"Everyone over thanking Biden for bringing troops home, but just chilling on the fact that thousands of women who only knew 20 years of freedom will be raped and murdered. Not I mention our troops loved protecting the innocent.",1
Guess you don’t give a shit about the Americans left behind.,0
Thank you for giving the Taliban all our weapons and armor. And eventually destroying the world.,1
"STFU! Leaving citizens behind, billions in equipment, and loading planes with un-vetted  “refugees” is not a successful way to “end” a war. Things will escalate quickly.",1
Yeah! Thanks for the shit show prez!,0
You have a little Biden on your chin.,0
This is embarrassing at best,0
Yes. They are raping and killing gays and cutting them up into little pieces saying “This is what we do with gays”. Congrats on your big win.,0
Don’t forget about our Military dogs left in cages for the Taliban. Absolutely ridiculous. Stop celebrating.,1
Too bad all the Americans arent out of Afghanistan. Thak you President Biden.,0
"Just that little issue of the hundreds of Americans that have been abandoned by Joe Biden. 
 
And the other little issue that our enemy has just been gifted by Sleepy Joe advanced military weapons, all facing that ‘war is over’ country, America.

Thanks Joes.",1
This is a joke if you think this is over. Joe Biden has either prolonged our presence in Afghanistan or he has left people to die.,0
"The ground war may be over, on paper; but the fight against malignant perversions of Islam is far from over.

Decades of drone & cyber warfare lie ahead.  And if al-Qaeda or Daesh re-emerge and conduct attacks on the west - there will be more air and maybe ground are too.",1
Can we go back and get the service dogs,1
Providing the Taliban with billions in military equipment is fine with people like you?,1
"They left American citizens behind to die...

And yet you are thanking him?!",1
Thank you for the totally botched withdrawal that cost 13 American lives so far and thousands of our Afghan allies.,1
"Reminder that four years ago - following an illegal alien killing American citizen Kate Steinle - Congress did NOTHING to curb the flow of illegal immigration into this country.

Democratic ""leaders"" did the opposite - encouraged more to cross our border illegally.",1
Let me google that for you Senator https://statista.com/statistics/476456/mass-shootings-in-the-us-by-shooter-s-race/ let me know if I can be of further assistance. Note that 13% of the population is doing 19% of the mass shootings and they aren't white.  In fact most of them have less 'white' dna than yourself in fact. Have a great day,1
"White Supremacy is neither a growing threat, nor a significant threat. It literally accounts for less than *50* crimes per year!",0
"White Supremacy is neither a growing threat, nor a significant threat.  It literally accounts for less than *50* crimes per year!",0
"Have you made an effort to address antifa violence also? From what I've seen, it's been a lot more prevalent",1
TDS + you apparently can’t read a transcript or watch a video,0
There is nothing you won't lie about is there?,0
The root of the problem is corrupt politicians. I hearby disband the Senate all together.,0
"REMINDER it was dem's that adopted Hitler's white supremacy ideology & how it grew in US. It's Hitler ""brown shirts"" ideology to cause chaos against opponents dem's adopted that #AntifaTerrorists has grown. NOW talk to us about who has most connect w/white supremacist.",1
I remember when a Democrat shot up a baseball field in an attempt to murder Republicans,1
We hope that the straws your grasping at aren’t made of plastic.,0
any word on when the hearings will begin to examine violence and murder in Chicago?,1
"We already know it exists. Hearings cost hundreds of thousands per day. We don't need a hearing to ""examine"" the threat. We already know it's there. The GOP doesn't use hearings for political theater like the Democrats do. -VJ",0
Using the race card as always!,0
"First, it wasn't a white supremacist rally. About 2 dozen WS joined a group that was protesting the removal of statues. They had a permit...the counter-protesters, Antifa, did not. Antifa with over 200, started the violence.",1
"Russia said, don’t do it.",1
"Please tell me where all these 'white supremacist"" are... or are all white ppl who are conservative now supremacists- i am confused bc i keep hearing they are having marches... but have yet to see one.",0
Yet you had time for a 3 year Russia investigation that showed nothing. Were not doing it again.,1
"Not everyone at that event were White Nationalists...there were some ""good people"" in attendance, it got out of hand because of a few rogues on both sides! As usual you & yours twist facts & words!",0
Why would they want to hold hearings and investigate their base?,0
That’s cause they already know all they need to know. The numbers they can call for donations are in their Rolodexes.,0
So what else did you do to influence?,0
Does that include WS like the Dayton shooter?,0
Charlottesville was a set up,0
"There will always be white supremacists and they are to be confronted and have been, but they're not the threat as they were decades past. Also, which party supported white supremacy?",0
"Congressional hearings are the Dems bailiwick. And when one doesn't satisfy their pre-conceived conclusion, they just have another ... and another.",1
"The Left’s False Narrative of rampant White racism does incalculable damage to race relations in USA.

The Left is quite literally stoking racial unrest to gin up minority votes.

It’s unconscionable",0
Too many migrants,1
Have you even been to any hearings?? ,0
U want an at’a girl?? #California is a mess,1
"So what your saying is Republicans Bad, Democrats Good.",0
I remember that moment when it was brought up but seems their focus was “racial identity something or the other.”,0
Too busy with Russian Collusion...,1
"FinePeopleHoax has been totally debunked, years ago. YOU KNOW THIS",0
"FinePeopleHoax never happened. Therefore, no hearings. Totally debunked. YOU KNOW THIS.",0
"They will pay the price for their complacency, vote Blue 2020.",0
What do you blame all the shootings in Chicago on??,1
Moscow Mitch and Leningrad Lindsey are the culprits.,0
"You do know where these boys who make those decisions come from, right. It may have said 2017/18 on their calendars but it was the Old South in their minds.",0
Investigate violence on #conservatives of all ethnicities by  #antifa,1
That’s because Republican leaders ARE the growing threat of white supremacist violence.,0
"Basically, it all boils down to this, ""WHO'S GOT THE 'BALLS,' TO TAKE ON TRUMP, WHO IS UNFETTERED, STRONG, DETERMINED, UNWAVERING, AND COOL AS A CUCUMBER, WHEN IT ALL COMES TO STANDING ACROSS FROM THAT DESPICABLE, BULLYING SLIME BALL, DURING THE PRIMARY DEBATES!?!?""",0
The violence in Charlottesville was caused by Antifa and BLM.,0
The Democratic Party Way !,0
This “calling on hearings” “forming a panel” “ looking at solutions”. This stuff is tired. It’s congress speak for let’s look like we’re trying. Pelosi is a master at this. Holy hell nothing happens.,0
Both the shooters were climate kooks. The Left has convinced the younger generation that they have no future.  They’ll all going to die in 10 years and have nothing to lose.,1
"And, Democrat Senators or Congressmen/women, have not passed a single bill in almost three years! Get to work, we pay to work, not just whine! ",1
"There is no ""growing threat.""  No need for a hearing.",0
Look this throws shade at a race of ppl focus on violence as a whole we need to stem all violence no matter the race or religion not one at a time stop trying to make ppl feel what others felt long ago I see the game.,0
"Let’s start with ANTIFA. They are much larger, better organized, well funded and use violence and intimidation on a regular basis. You won’t because they get a wink and a nod from the Democratic Party and the MSM filters what the public sees of these criminals in action! Sit down",1
Too busy with the FAKE Russia collusion hearings!,0
"There are 69 car break ins in San Francisco daily. Why don't you do deal with real issues within your state. Homelessness in SF, LA and SD. CA is becoming a sh-thole on your watch.  Good job!",1
What happened to “Russian Collusion”? ,1
"*YAWN* Do you have any Presidential qualities or do you just pander the same old song and dance? Seriously. You're like a record played over and over. I've YET to hear anything that would remotely qualify you for President, much less any other government office.",0
"Why can't the Democratic Senators hold their own hearings without the gop's permission? Lordy, rent a conference room at a Holiday Inn if need be.",0
Why lie about this? It was a rally about the loss of symbols of southern history that were being lost to political correctness. What should have been a peaceful protest protected by the first amendment was undermined by a smaller group of white supremacists on one side and ...,0
What have they done is a better question,0
I Dont Remember It Being A White Supremacist Rally....I Think It Had Something With  200 Year Old Statues Being Removed For No Reason...,0
"McConnell needs to be “fired”, why does one person get to decide what’s best for America!  Can you say term limits!!!",0
"White supremacists couldn’t fill a football stadium.

If this is your priority, then you don’t have the decision-making skills to be President.

But go ahead.  Make it your campaign slogan.  We’ll see how many people agree with you.",0
Americans should pledge their vote to ANY presidential candidate who declares that she will designate the #NRA a terrorist organization on Day 1 of her presidency!,0
What about the January 2021 invasion of Quebec?,0
"And he will take his place behind Barack Hussein Obama, who for over 6 months did NOTHING to prevent the spread and carnage of the Swine Flu. And after the epidemic neglected to resupply critical care supplies, which has impacted he current crisis.",1
"Did the rest of the world “fail” as well? We have one of the lowest mortality rates per capita in the world. We get that you have an agenda, Mr. RINO, but give the bashing of our President a rest. The liberals will never love you, and you’re expelled from the GOP!",0
And history won’t likely remember you at all.,0
You’re the last guy that should be speaking on how historians will write about anyone. You have totally written yourself OUT OF HISTORY with your personal vendetta for Donald Trump.,0
"So now the republicans are to be blamed. If he was impeached in January, Mike Pence who would have stepped into it and into the crisis. He would have taken it head on.",0
"Some truth there. He has been way too easy and cozy with Xi. Communist China must pay for this. Italy, Spain, NY suffering unbelievably and other counties as well. This report by 60 Minutes lays out cover up and timeline clearly. It will upset you.",0
"Hey, man, he’s in office for like 9 more months. Plenty of time for him to add one or two more even more heinous acts.",0
"Yep, just like history focusing on 
@BarackObama
 H1N1 response. Not!",1
"That's Reagan and HIV-AIDS, too.

Trump didn't change Republicans.  He just exposed them.",1
"His ability to lie to the American people, even in the most dire of situations, will be what Trump will be remembered for above all else.",0
"What have you ever done to improve society? You don't produce anything. You don't employ more than a handful. You've no product other than pixels on the internet. 

You just sit around and bitch about stuff all day. You're like every divorced dudes ex-wife.",0
"You help nothing, provide nothing insightful and lower the IQ of everyone that reads your ridiculous tweets. Discover something meaningful to do with your life. You aren’t good at thinking thoughts.",0
Cool. Now do one about the Dems who conspired with the Chinese government to make and release the virus that will kill so many and kill our economy.,1
No. The first will be how the Republican Party’s thirst for absolute power caused it to abandon democratic principles and embrace Trump to achieve its goals.,0
He didn’t get impeached! The virus is not his fault. He will be our president in 2020 thank god what will the haters come up with next?,0
"And who is your candidate for handling this crisis? Hillary? Biden? Bernie? The Russia hoax, the impeachment debacle, Hollywood, the fake news, never-Trumpers, now this pandemic. What Trump has endured would have broken a lesser man. Biden would be curled up in a fetal position.",0
"You're on NewsMuck (and every other right-wing media outlet) throwing pro-Russian propaganda at Putin like a teenage fan boy at a Backstreet Boys concert, circa 1996. #ThisIsNotPatriotic",0
"You lie constantly Teddy and it’s so ridiculously easy to prove. Trump made Afghanistan arrangements with the Taliban. Trump crippled Ukraine with his quid pro quo phone calls. 
Trump did all of this under the watchful and approving eyes of Congress. Under your approval you liar.",0
"Made our enemies stronger. 

Ask the Russian army soldiers how they’re feeling about that. Oh, sorry. You meant YOUR enemies (Ukraine), not America’s enemies (Russia). 

First time i’ve ever seen the Republican party soft on Russia — but then again, Russia’s completed the cross-over from full communist to full fascist, much like the Republicans have gone from full democrats to full fascists.",0
"Oh, brother.  Biden didn't make the ""foreign policy"" decision about Afghanistan.  Trump and Pompeo wrote that crap Doha Agreement.",0
"Yeah right! You must be in hibernation! or in denial America is on better, more reliable, safer hands.",0
"Just a reminder that Lying Ted here was an active participant in the failed coup attempt to overthrow our democracy.

He belongs in Prison, not spewing disinformation and lies on social media!",0
"A deceitful, lying senator with a free floating moral compass, a selfish, self entered person.",0
Question 🙋‍♂️…. Why does everyone hate Ted Cruz when they first meet him?…..  Answer :  Saves time….,0
"You said the exact same thing about Donald Trump & then you sold your soul & started singing Donald Trump‘s praises. Why should anybody believe you now? It’s literally just a matter of time & you’re going to become Joe Biden’s best friend & start singing his praises, that’s what you do. That’s what you do.",0
And what are you doing about it? We have plenty of people on Twitter saying the same thing? What are you going to do to make a difference? #Seriously,0
Didn’t you vote YEA to send my money to Ukraine ? 🤔,0
"That’s great and all, but you voted to fund the Ukrainian laundromat.",0
Do something about it,0
Afghanistan withdrawal was a disaster. But Ukraine is a battle worth supporting. Europe should be shouldering more of the cost though.,0
"Congrats to DC! You all have been corrupt for so many years, it’s just time! This is so reflective of what you all are! Glory will go to God! #HellisReal 
@SenTedCruz",0
"If you're not with us, you're against us. Stand with the President or you're UnAmerican. 
Isn't that what you Republicans said when you invaded Iraq?",0
"Ted Cruz 
@SenTedCruz
 who fully supports Putin's war in Ukraine would most certainly have been tried for treason in an earlier part of American History. Let's also remember which party gave $1.9 TRILLION in tax breaks to the wealthy.",1
Cruz travelled around with the Proud Boys giving speeches at Sop the Steal rallies. He’s a liar and a traitor.,1
"Amen Mr Cruz, I love that you fight for not only Texas but the American people",0
"Let's examine your owner's foreign policy decisions:

-Released 5K Taliban prisoners in Afghanistan
-Tried to extort Ukraine
-Was ridiculed at the UN, the G7, & NATO summit
-Allies alienated 

The ""man in the Oval"" beat your guy by 8M votes.😆",1
"Your Guy: ""I'm gonna build a great wall and Mexico will pay for it""...
Current Guy: Mexico just pledged $1.5 billion to assist with border security🤓",0
"Dude, the POTUS has strength NATO expanded U.S. influence on the global stage. Weaken Chinese manufacturing capabilities. Strength military capabilities of allied nations so how have they all been wrong?",0
"""About a year ago, Biden's disastrous withdrawal of Afghanistan.""  Similar to Cruz's disastrous withdrawal of himself from Texas to Cancun. #TedCruzIsAJoke #GoBackToCanada",1
Every single Tweet from Ted Crudz is a whining partisan lie. How about you do your job and help Texas instead of wasting your taxpayers congressional salary?,0
"Well that's reassuring
As an old lady who can sometimes become confused by the intricacies of geopolitics, it's nice to have a clear position articulated by Ted
I'm confident he's always 100% wrong ispo facto Biden is completely combatant in all international matters
Phew",0
"Some people just like to hear themselves talk. It just creates a presence that makes the talker feel better. So, Mr. Ted, I hope this rant makes you feel better. You will never know what it's like to be president of the United States and the responsibility that goes with it.",0
"@SenTedCruz
 You are projecting your own misgivings every time you point blame at the Dems. You are a joke. Go home and work on being a decent husband and father, try doing something well.  Be better.",0
"It would be a crushing blow to you and the GOP if Putin lost and was forced to withdraw, wouldn’t it Ted? That’s why you’re doing everything you can to ensure Russia wins. But plan B would be to run to the nearest mic and claim victory for the GOP should that happen, right?",0
"Okay ted, ted, okay, lemme ask you this, let’s just SAY biden DID do something good. Would you even acknowledge it? Would you say, despite our disagreements here and there, I agree with and support biden in XYZ. Because I think you’d villainize just about anything he did tbh",0
"Why do you hate the United States so much, Ted?",0
"At least he doesn’t flee his jurisdiction when they’re experiencing a emergency. You don’t like him because he’s on the other side of the aisle from you, you hate him by default. There is no evidence in your statement to prove it is even valid, just opinion.",0
As for #Ukraine he is exactly where we need him to be setting up an international coalition & making #NATO  stronger so that no country can get any ideas of claiming their neighbors territory as their own. It is about respecting #Sovereignty of a nation. You won’t get it sellout,0
"Trump drew down troop levels to 2,200, had Afghans release 5,000 Taliban from prison as a negotiation tactic that went nowhere, had Pakistan release the current leader of the Taliban, & also set the pullout deadline. The U.S. spent ~$2.4 trillion over 20 yrs. in Afghanistan.",0
"Our enemies are weaker because of the strength Biden has brought to the table. He has unified NATO, he has strengthened our relations. 
He will not cower to oppressors, he is strength, confidence. Have pride in the world you live in, do right by the people. Care Mr. Cruz",0
Russia is now weaker than at anytime since the early 1950s. Ted Cruz is a liar,0
"Stop lying, Rafael.

See if you can get your spine back from Trump, and stop lying.",0
"Russia is 210,000 soldiers down 
If they get any stronger there won’t be a single male between the ages of 18 and 65 left in Russia",0
"Well, Biden reinforced the U.S. strategic alliance with Australia, South Korea and Japan. He also strengthened NATO’s posture in Europe.

Trump, on the other hand, initiated a trade war with China that led US farmers out of business! He was forced to bail them out! Great job!! 🤣",0
"And 
@SenTedCruz
 knows a lot about foreign policy. Like his personal policy that Cancún is a great place to visit when his home state of Texas is freezing with a massive power outage.",1
Why are you so unpatriotic?  The committee you are on should inform you that Trump and Pompeo’s ridiculous ‘negotiations’ doomed Afghanistan. You should resign or go back to reading Dr. Seuss’ “Green Eggs and Ham.”,0
You judging anyone’s strength is laughable you Trump supplicant.,0
Are you talking about the Afghanistan withdrawal that was done in accordance with the previous administration's plans? THAT Afghanistan withdrawal?,0
"Says the dude who fled the country when his state had an emergency, and who cannot seem to keep Texans’ lights on. I don’t think you’re one to condemn anyone, 
@tedcruz
",1
"Hey, remember when Ted Cruz fled his state for a vacation to Cancun, during a major weather event that threw parts of the state into chaos? Pepperidge Farm remembers…",1
"You are a liar & extremely corrupt 
@SenTedCruz
  -
And for what??
For money, power, greed.
From the moment you let trump criticize your wife's looks & attack your father, you've only bowed down to him. You hated him before that, remember?
You don't care about our country.
At all.",0
Not only that our FBI CIA NSA and all the other agencies have something they could’ve stopped in this country. and dropped the ball homeland security is now the one is there to keep the security of this country what happened they dropped the ball just like the rest.,0
"""... that's because when I say things Putin likes, his troll farms will like, retweet, post, and basically amplify my message. It doesn't really matter what I really believe or think as long as I'm loud. That's how we win, being the loudest.""

- Ted Cruz, Nov fundraising dinner",0
One second. Afghanistan was lost by TFG. He negotiated with Taliban and left the Afghan Government out of discussion. That lost the country to the Afghan and to those trying to bring a non-religious government to reality.,0
"Nice tan Ted. What are you doing for our country, other than captaining hate & dissension? Introduce any “resolve that isn’t piggybacked with self indulging Congressional welfare?",0
I see you’re still fundraising with your ridiculous statements and appearances.,0
"Says the guy who ran away to CanCun while his people froze to death. Literally.
Oh, and your wife on the power company’s board, too. They never fixed anything but they charged people anyway.",1
"Trump's Secretary of State negotiated the release of 5,000 Taliban fighters and their leader.  The men that attacked our troops as they withdrew from Kabul.  Plus Trump showed his leadership by prematurely withdrawing thousands of troops in anticipation of of leaving Afghanistan.",1
"The only thing you do is criticize others.

You never have a plan or solution for anything.

trump* must have some mighty powerful blackmail, on you.",0
Says the man who flew to Cancun when his constituents where been hit by natural disasters and blackouts.,1
"Weak, feckless and ineffective sounds like you’re describing yourself. You can’t even stand up for your wife and father let alone your country. Traitor.",0
"Unlike you, who have done so poorly by your constituents, you have to bash people actually making a change for the better. You are a sad, ineffective, Lil man.",0
"Why did Trump take his interpreter's notes after meeting with Putin in Hamburg, and instruct the interpreter not to reveal what was said to anyone?  Sounds troubling to me.",1
"Last I remember, Trump made a deal with the Taliban and surrendered Afghanistan.

As far as making enemies stronger, I don't see how you can say Russia is stronger than last year, and still call yourself a politician.",0
Sure Cancun CrUZ…..I guess we also now know FOR SURE why Newsmax is being dropped LOL! In competition for Lies and misinformation withFAUX News….Great team !,1
Says the man who cannot even defend his own wife against insults thrown her way from the former guy. Please take a seat on this one.,1
We whom have been to a few of those places know better perhaps your really talking about Alexander the Great’s adventure into India,0
"You have great foreign policy, Teddy. That emergency trip to Cancun spoke volumes about exactly where your priorities lie.",1
The decision you'll be remembered for is catching that flight to Cancun when your constituents were suffering.,1
"You were there Sen Rafael Cruz, when the Afghanistan Agreement was made.  Why didn't you criticize Trump for forgetting the Afghanistan government?  Did you pass contract law?",0
"Republicans got us into Afghanistan & after 21 wasted years it took a real man, a courageous man, an intelligent man like President Biden to undo one of the greatest Republican errors of all time. Joe had the political guts to get us out of this war with minimal casualties.",0
"Seriously can you do anything else but complain, complain and complain. Do something for your people.😵‍💫😵‍💫😵‍💫",0
Can't help but remember Ted Cruz heaping praise on the Russian military while making fun of US military personnel.,1
Ineffective? Says the father who could not see the troubled teen living within his own family and who was unable to be the father she so desperately needed in her time of trouble.,1
"Remember when Mike Pompeo negotiated the departure of US troops from Afghanistan in exchange for releasing 5000 Taliban prisoners?
Good times...",0
"This, from a man who fled to Mexico when his state was paralyzed by a freezing storm.",1
"Rafael, what’s your policy on Cancun?",1
"Rafael Cruz: other than conspiring with trump on the attack on our Capitol Police, what do you do other than broadcast to the world that you think America and our military are “woke” and weak?

We have the strongest military and Biden has brought NATO together to defend Ukraine",0
"Trump’s decisions to RELEASE 5000 Taliban & EXTORT Ukraine’s Pres are good but 
@POTUS
’s work removing troops from Afghanistan bcs of Trump’s horrid deal, strengthening NATO & supporting a country INVADED by a tyrant are wrong?

There is something SERIOUS WRONG with YOU, 
@tedcruz",0
Says the man who took his family somewhere warm while his constituents were literally freezing to death.,1
Says the guy who ran off to Cancun when the going got rough. #CancunCruz,1
So now he's an expert on foreign policy?  He must have gained all that expertise in Cancun 🤦,1
He’s just as effective as you are getting on a domestic plane without having an incident,0
You're policy for bailing on us Texans while the grid failed was wrong. How's your tan?,1
"This is rich, coming from the man who ran away to Cancun when people in Texas were freezing to death, you're pathetic.",1
Trump sold us out to Russia and China. You look ridiculous,1
"Said the most weak, feckless and ineffective man in the Senate. 

A man so weak he let a political thug insult his wife and said NOTHING.

A man so feckless that when his constituents were freezing and had to heat snow to drink, he ESCAPED to Cancun

A representative desert 🌵",0
"Ted's idea of foreign policy is to sneak off to a foreign country when his constituents need him. 
@SenTedCruz",1
Wait. Are we supposed to fund American military involvement overseas or not? Because I’m old enough to remember your previous tweet today that suggested we should just let the former head of the KGB rebuild the Soviet Union.,0
"As if trump and the disgraced 
@mikepompeo
  didn’t set the stage?",0
"AGAIN...

Trump started the withdrawal.
Trump released thousands of prisoners that took over the country.
One of the prisoners is now the leader of Afghanistan.

Josh can lie all day about this,
but the facts will always exist.

You're a liar and untrustworthy.",1
"I keep forgetting, who cut the deal with the Taliban and invited them to Camp David?",1
Trump's negotiated Withdrawal there Josh BTW it was signed on 29 Feb 2020 Without any Afghan Government representative present,0
That withdrawal was pre-botched on Trumpski's watch.,0
"2018: Trump gets Mullah Baradar freed
2020: Trump gets 5,000 Taliban prisoners freed
2020: Trump negotiates surrender, gives Taliban a ""date certain"" for American exit, reduces troops from 15k to 2,500.

But, yeah, Biden.",0
I'm guessing the 5000 prisoners the former guy had released helped a little as well.,0
Hilarious Josh…remember what y’all said when the Government Watchdog said that the Russia Probe was properly predicated…,1
"Trump and Pompeo surrendered Afghanistan back to the Taliban.
Released 5000 Taliban and ISIS fighters back to the battleground. Reduced American troops to 2000. 
Shuttered the State Dept so visas couldn't be processed and walked away. 
We failed Afghanistan like we have everyone",0
"What about trump releasing 5,000 Taliban fighters?",0
You mean the withdrawal your tiki torch Fuehrer negotiated in the kast SOFA?,0
"You mean the surrender Trump negotiated with the release of 5,000 Taliban fighters?",0
We all know Trump ordered it. Are you trying to trick us?,0
"It really IS too bad that Trump let those 5,000 Taliban go and one of them ended up being the new leader, isn't it? But you are right, & I voted for Biden. He DID make a mistake. He shouldn't have tried to keep Trump's deal with the Taliban.",0
"Let’s discuss your botched operation, trying to overthrow the duly elected government of the United States. Your seditious behavior is treason, and when it comes out, you’re going to jail.",0
"Trump negotiated the Withdrawal Treaty, with the Taliban.",0
"Trump released 5,000 Taliban and set the withdrawal in stone. We’re not going to let you rewrite history traitor.",0
Montage of Ukrainians Doing The NAZI Salute,0
"An actor reading from a script. Forgive those that see through the money laundering scam, we are the ones genuinely concerned about the innocent civilians you have sentenced to death for profit.",0
"Uniting the world includes Uniting Russia, China, and all other countries who currently don't care or are not taking offensive strategies go support Ukraine such as sending funding or weapons.",0
"You didn’t unite the world, you simply became a laundromat for liberal Americans!",0
You’re actually the aggressor for putting NATO bases on your territory,0
Ukraine is getting like $1b+ a day from US on average,0
"You breached the Minsk agreement you had with Russia, please why?",0
"You unite nothing! 

30 countries out of 191-ish, and even more, you can get not more than 45% support from those countries' population!

Even more, in countries like Bulgaria 🇧🇬,  84 % do not support  you and your corrupt government

Go back to where you came from 🤡, #Zelensky",0
"why is 67,5 % of your Land sold to US and EU
Might this be the reason everyone is having this big interest in this war?
cause I remember many wars, and the interest was never this high!
Americans wasn't sanctioned and nobody came and make concerts there 🤔",0
"The world ???   India ?  China ?? South Africa ?? Pakistan ????   

Don’t you mean - ‘half the world’ ? 🤭",0
"And what of Ukraine's war crimes? Torture and murder of POWs, firing from civilian positions, using human shields or shooting civilians for receiving Russian ration packs. ALL war crimes need to be prosecuted, not just those committed by Russians.",1
you know what Ukraine is doing to you is not good yet you congratulated Tinubu after rigging election to be Nigerian president ? aren't not a hypocrite ?,1
Collective West is not the world it’s like 15%?,0
"Come clean about Ukrainian corruption, US bio labs, US money laundering, and Ukrainian nazis… and then we can talk. We’re waiting for you to address these concerns. Sincerely, hard working tax payer (not-your-mama)",1
"You seek justice against Russia but congratulated a government that open robbed her people of democracy and look forward to working with em. I see a clear definition of ""hypocrisy""",1
"You are not getting another dime from the US. How much of our money are you kicking back and bribing .
@JoeBiden
 ?",0
"What about uniting with a country that actually needs it? Thats right, probably cause 
#1. They are not a ""white"" dominant countries
#2. The US cannot take advantage by laundering money in those countries
#3. The US can not gain any material by helping other said countries.",1
"Oh so you detest crimes of aggression? yet you congratulated a Nigerian drug lord , who aggressively rigged his way to power ...You are the Greatest hypocritical leader of all time!!! 🤡🤡",1
That's a big glass house you live in,0
"I stand with putin since you congratulated a fraudulent rigged election but apart from that, i have always stood with Russia",1
"Nah, you United the deep state. The world is against all you crooks.",0
"Ironically, you're interested in justice but you're rushing to congratulate the declared in Nigeria's overwhelming rigged election.",1
"We stand solidly with Russia and Putin. Zelensky, you had the guts to congratulate a thief who rigged the Nigerian presidential election. May Russia overcome Ukraine.",0
I'm still waiting for you to explain where the billions of £/$ pouring into Ukraine are going? That's entirely different from all the military equipment and food/clothing aid!,1
"Ukraine's govt debt rises 4.55% in January https://interfax.com/newsroom/top-stories/88429/ The total public debt in dollars increased by $5.06 billion to $116.44 billion, or by UAH 185.35 billion to UAH 4.26 trillion.
In essence the 𝗨𝗦 𝗶𝘀 𝘆𝗼𝘂𝗿 𝗰𝗮𝘀𝗵 𝗰𝗼𝘄.",1
"Really and you are congratulating a traitor that rigged his way to the top in Nigeria, should we start congratulating Russia as well, how will you feel?  Did you bother to ask your ambassador the necessary questions before congratulating?",1
"Justice you say sir,but you just congratulate a man who stole justice from Nigerians,the new new thief who calls himself new nigeria president elect",1
So you're going to lock up all of the ukrainian military?,0
When will these neo-Nazi murderers be brought to justice?,0
Coming from a govt that congratulated Bola Tinubu of Nigeria. Funny people,1
It's a shame that you want justice for Ukraine but supports injustice being done to Nigerians by INEC and The APC government. Hypocrisy!!!,1
And you congratulated the corrupt politician that stole from the people. You will not experience that  justice,0
"Get in the queue, Afghanistan, Iraq, Libya, Syria, Yugoslavia, Yemen, Palestine etc are still waiting for justice.",1
"The estimates are that around 50,000 children have gone missing since you came to power

Crimes against Humanity",1
Tell your wife to not spend all the donation money in Paris again.,1
Since 2014 the Ucrain army and neonazis killed 14.000 Russian speaking Ucrain people. Thats why Russia had to react.,1
You congratulated a beneficiary of a rigged election. You're tainted.,1
"The Right went nuts when one American was killed when the sucessor to Bush43's Operation Wide Receiver, Fast and Furious, went haywire. But the Right is silent when Putin kills American Troops by bounty proxy. Equal Justice?",0
Why are we still in Afghanistan?!?,0
This mother deserves that investigation. Such a troubling set of events. America deserves answers. Prayers to the family of the loss Marines. Semper Fidelis. -DL,0
"I'm sorry, am I missing something there have always been Afghanistan, Iranian, etc Men trying to kill us. We were at war and some of them still want payback, When hasn't the being the case? asking for a friend, Ex-Marine.",0
"Would it surprise anyone if Putin has Trump on video committing a sex crime during Trump’s 2013 beauty pageant visit to Moscow?

Would it surprise us if Donald Trump capitulates to Putin to keep buried that which he dreads ever being disclosed to the public?",0
I don't buy it. It figures that the left would stoop to such a low by pulling on the heart strings of our military and their families. This is propaganda.,0
"I never want to hear another single word about ""Benghazi"" or ""emails."" 
The GOP has lost any moral, ethical, or political high ground they might have intended to claim on these ""scandals"" or any future Dem ""conspiracies"" they may be planning to investigate.",0
"I'm a mom. I want an investigation into American military sons' deaths by Russian bounties & Tre45son.

I want Trump to face treason indictment & be punished accordingly.",0
"Let’s see Trumplandia ignore this cry for Justice.

It was one thing to justify ignoring the Khan Family (Gold Star) in their minds because they were Pakistani Americans. Now it’s a mother of a Marine who seeks Justice for wrongdoing by the 
@realDonaldTrump
 administration.",0
"Imagine the Taliban getting more money to kill a Marine than you got when Donald Trump sent his virus checks.

He's got to go... he can't finish out his time.",0
"15,000 Russian soldiers died in the Afghanistan War (1979-1989) because the US financed the Mujahideen war against them.

Is that sufficient explanation?",1
It really means the us put a bounty on Russians during the Soviet/Afghanistan war......,1
"Doesn't the United States do shit like this as well? Are the intelligence agencies going against ttump because of what he did to them? I don't trust these spooks... could be true, could be a lie, could be a plan. Just saying. I hate ttump too, in case you're wondering.",1
